Yil,Chorak,Davr,Viloyat,Brend,Model,Kuzov_Turi,Dvigatel_Turi,Ishlab_Chiqarish,Narx_Segmenti,Ortacha_Narx_USD,Sotilgan_Soni,Umumiy_Tushum_USD
2022,Q4,2022-Q4,Namangan,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),29919,10,299190
2022,Q4,2022-Q4,Namangan,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23354,7,163478
2022,Q4,2022-Q4,Namangan,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),33898,1,33898
2022,Q4,2022-Q4,Namangan,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48141,1,48141
2022,Q4,2022-Q4,Namangan,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25612,3,76836
2022,Q4,2022-Q4,Namangan,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19868,3,59604
2022,Q4,2022-Q4,Namangan,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),31930,1,31930
2022,Q4,2022-Q4,Namangan,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22604,2,45208
2022,Q4,2022-Q4,Namangan,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18970,4,75880
2022,Q4,2022-Q4,Namangan,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28460,2,56920
2022,Q4,2022-Q4,Namangan,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17477,7,122339
2022,Q4,2022-Q4,Namangan,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32626,2,65252
2022,Q4,2022-Q4,Namangan,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33885,4,135540
2022,Q4,2022-Q4,Namangan,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34860,2,69720
2022,Q4,2022-Q4,Namangan,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),25860,4,103440
2022,Q4,2022-Q4,Buxoro,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11468,130,1490840
2022,Q4,2022-Q4,Buxoro,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8385,85,712725
2022,Q4,2022-Q4,Buxoro,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7997,50,399850
2022,Q4,2022-Q4,Buxoro,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12897,109,1405773
2022,Q4,2022-Q4,Buxoro,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20163,24,483912
2022,Q4,2022-Q4,Buxoro,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),15996,29,463884
2022,Q4,2022-Q4,Buxoro,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33897,4,135588
2022,Q4,2022-Q4,Buxoro,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),29993,11,329923
2022,Q4,2022-Q4,Buxoro,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),22785,9,205065
2022,Q4,2022-Q4,Buxoro,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34287,1,34287
2022,Q4,2022-Q4,Buxoro,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48570,1,48570
2022,Q4,2022-Q4,Buxoro,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25437,2,50874
2022,Q4,2022-Q4,Buxoro,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20076,1,20076
2022,Q4,2022-Q4,Buxoro,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),31819,1,31819
2022,Q4,2022-Q4,Buxoro,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22671,4,90684
2022,Q4,2022-Q4,Buxoro,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18813,3,56439
2022,Q4,2022-Q4,Buxoro,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28569,1,28569
2022,Q4,2022-Q4,Buxoro,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17680,6,106080
2022,Q4,2022-Q4,Buxoro,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32325,3,96975
2022,Q4,2022-Q4,Buxoro,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34168,2,68336
2022,Q4,2022-Q4,Buxoro,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34896,2,69792
2022,Q4,2022-Q4,Buxoro,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),25841,1,25841
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11578,74,856772
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8388,67,561996
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7996,33,263868
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13106,63,825678
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19657,21,412797
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16482,23,379086
2022,Q4,2022-Q4,Qashqadaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33884,3,101652
2022,Q4,2022-Q4,Qashqadaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),29921,8,239368
2022,Q4,2022-Q4,Qashqadaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),22937,4,91748
2022,Q4,2022-Q4,Qashqadaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),33803,2,67606
2022,Q4,2022-Q4,Qashqadaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48453,1,48453
2022,Q4,2022-Q4,Qashqadaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25567,4,102268
2022,Q4,2022-Q4,Qashqadaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20164,2,40328
2022,Q4,2022-Q4,Qashqadaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32058,1,32058
2022,Q4,2022-Q4,Qashqadaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22307,5,111535
2022,Q4,2022-Q4,Qashqadaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18700,2,37400
2022,Q4,2022-Q4,Qashqadaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28400,2,56800
2022,Q4,2022-Q4,Qashqadaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17559,5,87795
2022,Q4,2022-Q4,Qashqadaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32428,1,32428
2022,Q4,2022-Q4,Qashqadaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33862,2,67724
2022,Q4,2022-Q4,Qashqadaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34957,1,34957
2022,Q4,2022-Q4,Qashqadaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26068,1,26068
2022,Q4,2022-Q4,Xorazm,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11430,66,754380
2022,Q4,2022-Q4,Xorazm,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8652,111,960372
2022,Q4,2022-Q4,Xorazm,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8026,60,481560
2022,Q4,2022-Q4,Xorazm,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12988,46,597448
2022,Q4,2022-Q4,Xorazm,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20135,16,322160
2022,Q4,2022-Q4,Xorazm,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16408,18,295344
2022,Q4,2022-Q4,Xorazm,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),34176,3,102528
2022,Q4,2022-Q4,Xorazm,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30244,5,151220
2022,Q4,2022-Q4,Xorazm,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23156,4,92624
2022,Q4,2022-Q4,Xorazm,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34424,1,34424
2022,Q4,2022-Q4,Xorazm,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48587,1,48587
2022,Q4,2022-Q4,Xorazm,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25585,1,25585
2022,Q4,2022-Q4,Xorazm,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20047,2,40094
2022,Q4,2022-Q4,Xorazm,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32017,1,32017
2022,Q4,2022-Q4,Xorazm,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22479,1,22479
2022,Q4,2022-Q4,Xorazm,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18633,1,18633
2022,Q4,2022-Q4,Xorazm,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28613,1,28613
2022,Q4,2022-Q4,Xorazm,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17374,2,34748
2022,Q4,2022-Q4,Xorazm,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32449,3,97347
2022,Q4,2022-Q4,Xorazm,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34072,2,68144
2022,Q4,2022-Q4,Xorazm,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),35070,1,35070
2022,Q4,2022-Q4,Xorazm,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26146,2,52292
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11571,60,694260
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8365,55,460075
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7947,26,206622
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12923,54,697842
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),20091,17,341547
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16117,19,306223
2022,Q4,2022-Q4,Surxondaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33941,3,101823
2022,Q4,2022-Q4,Surxondaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30309,4,121236
2022,Q4,2022-Q4,Surxondaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23463,4,93852
2022,Q4,2022-Q4,Surxondaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),33906,1,33906
2022,Q4,2022-Q4,Surxondaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48250,1,48250
2022,Q4,2022-Q4,Surxondaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25518,2,51036
2022,Q4,2022-Q4,Surxondaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20175,1,20175
2022,Q4,2022-Q4,Surxondaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),31845,1,31845
2022,Q4,2022-Q4,Surxondaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22627,3,67881
2022,Q4,2022-Q4,Surxondaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18789,2,37578
2022,Q4,2022-Q4,Surxondaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28633,1,28633
2022,Q4,2022-Q4,Surxondaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17383,4,69532
2022,Q4,2022-Q4,Surxondaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32569,1,32569
2022,Q4,2022-Q4,Surxondaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33953,1,33953
2022,Q4,2022-Q4,Surxondaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),35083,1,35083
2022,Q4,2022-Q4,Surxondaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),25972,1,25972
2022,Q4,2022-Q4,Navoiy,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11574,52,601848
2022,Q4,2022-Q4,Navoiy,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8697,38,330486
2022,Q4,2022-Q4,Navoiy,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7963,20,159260
2022,Q4,2022-Q4,Navoiy,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13085,38,497230
2022,Q4,2022-Q4,Navoiy,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19738,13,256594
2022,Q4,2022-Q4,Navoiy,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16177,14,226478
2022,Q4,2022-Q4,Navoiy,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33867,2,67734
2022,Q4,2022-Q4,Navoiy,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30625,5,153125
2022,Q4,2022-Q4,Navoiy,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23297,2,46594
2022,Q4,2022-Q4,Navoiy,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34331,1,34331
2022,Q4,2022-Q4,Navoiy,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48669,1,48669
2022,Q4,2022-Q4,Navoiy,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25567,1,25567
2022,Q4,2022-Q4,Navoiy,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20124,1,20124
2022,Q4,2022-Q4,Navoiy,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32103,1,32103
2022,Q4,2022-Q4,Navoiy,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22500,1,22500
2022,Q4,2022-Q4,Navoiy,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18992,2,37984
2022,Q4,2022-Q4,Navoiy,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28515,1,28515
2022,Q4,2022-Q4,Navoiy,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17364,3,52092
2022,Q4,2022-Q4,Navoiy,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32446,1,32446
2022,Q4,2022-Q4,Navoiy,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33825,1,33825
2022,Q4,2022-Q4,Navoiy,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34820,1,34820
2022,Q4,2022-Q4,Navoiy,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26106,1,26106
2022,Q4,2022-Q4,Jizzax,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11478,36,413208
2022,Q4,2022-Q4,Jizzax,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8431,26,219206
2022,Q4,2022-Q4,Jizzax,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8059,13,104767
2022,Q4,2022-Q4,Jizzax,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12875,26,334750
2022,Q4,2022-Q4,Jizzax,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19843,11,218273
2022,Q4,2022-Q4,Jizzax,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16136,9,145224
2022,Q4,2022-Q4,Jizzax,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33871,1,33871
2022,Q4,2022-Q4,Jizzax,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),29936,2,59872
2022,Q4,2022-Q4,Jizzax,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),23421,2,46842
2022,Q4,2022-Q4,Jizzax,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34272,1,34272
2022,Q4,2022-Q4,Jizzax,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48647,1,48647
2022,Q4,2022-Q4,Jizzax,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),25679,1,25679
2022,Q4,2022-Q4,Jizzax,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19908,1,19908
2022,Q4,2022-Q4,Jizzax,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32040,1,32040
2022,Q4,2022-Q4,Jizzax,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),22536,1,22536
2022,Q4,2022-Q4,Jizzax,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18939,3,56817
2022,Q4,2022-Q4,Jizzax,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),28348,1,28348
2022,Q4,2022-Q4,Jizzax,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),17601,1,17601
2022,Q4,2022-Q4,Jizzax,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),32594,1,32594
2022,Q4,2022-Q4,Jizzax,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34140,1,34140
2022,Q4,2022-Q4,Jizzax,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),34905,1,34905
2022,Q4,2022-Q4,Jizzax,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),26162,1,26162
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),11316,23,260268
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8643,21,181503
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),7982,11,87802
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12840,19,243960
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),19776,6,118656
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),16532,6,99192
2022,Q4,2022-Q4,Sirdaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),33818,1,33818
2022,Q4,2022-Q4,Sirdaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),30181,1,30181
2022,Q4,2022-Q4,Sirdaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),22808,1,22808
2022,Q4,2022-Q4,Sirdaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),33967,1,33967
2022,Q4,2022-Q4,Sirdaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),48601,1,48601
